text,sentiment
"Maju terus pantang mundur,yg penting rakyat mendukungmu,ngak usah tanggapi yg tidak tidak",positive
"Karena di era Presiden Prabowo tegas, keras, dan berani. Siapapun menteri nya yg tdk sepaham/melanggar disilahkan mundur.",positive
Indonesia maju,positive
Saya dukung p.prabowo berantas kuropsi sampai ke polosok desa tetutama  dana  ADD .,positive
Ayo presidenku sikat para koruptor.....jangan sungkan .....saya  paham jendral paham di pemerintahan seperti apa.....,positive
"15 th,baru kali ini,presiden kita yg tegas brani,brantas koroptor2 benar jozzz,aku tdk salah pilih pk prabowo 2 kaki lawan jokowi kalah,tapi tk nyerah, tercapae,jadi presiden.semoga panjang umur,dan sehat.",positive
Maju terus Bpk prabowo. Rakyat siap membantu  . Biasa kalau membasmi koruptor bakal ada tantangan. Karena bekingnya tidak Terima. Perlu yg terbesar korupsinya dan yg posisinya pimpinan hukuman mati saja.,positive
KPK harus cepat bergerak menangkap dan mengusut orang-orang korupsi,positive
Brantas para korupsi,positive
"Saya berharap,, di pemerintahan pak Prabowo Gibran bikin jera para koruptor,, bila perlu bikin undang2 keras untuk para koruptor.",positive
Mudah mudahan Allah melindungi orang yang jujur dan berani mengatakan yang benar demi bangsa ini,positive
Mudah2an bisa terlaksana program bpak presiden kita ini dg semangat jiwa patriotnya untuk membumi hanguskan sampah2 masarakat yg berserakan,positive
"Luar biasa bapak prabowo,sehat selalu sampe 5th dan seterusnya pak",positive
Tidak perlu tersandra ! Yg penting prabowo presiden mau melibasnya yg koropsi hanya tuhan yg tahu niat kita kpd bangsa dan negara,positive
"Untuk membbrantas koropsi semua itu harus ketegasan presiden, keluarkan uud nya yg bisa menakutkan dan menyensarakan yg Koropsi, jangan ucapan aja pk presiden,buktikan buktikan.",positive
APABILA PRABOWO SUBIANTO MEMBERANTAS SEGALA JENIS KEJAHATAN DI INDONESIA SEPERTI JUDI ON-LINE PINJOL KORUPSI TPPU PASTI MENJADI KENANGAN YG TDK BISA DILUPAKAN OLEH MASYARAKAT INDONESIA SAMPAI KAPANPUN .. SLMT PRABOWO ATS KIPRAHNYA MEMBERANTAS SEGALA BENTUK KEJAHATAN DIERA MULYONO ...BRAVO PRABOWO SUBIANTO...,positive
Hebatnya Prabowo dan benar tulus melindungi rakyat tidak seperti jikowi yg selalu merusak rakyat,positive
Semoga Pakde Bowo Istiqomah dan semoga Allah senantiasa melindungi beliau di setiap langkah nya,positive
Semoga pak prabowo g pandang bulu utk menangkap para koruptor,positive
Mantap pak Presiden jangan lupa kabinet nya ikut dibersihkan dari koruptor,positive
BEGINI BRO....PRABOWO ITU TIDAK AKAN MELIRIK APALAGI MELIHAT CARA PEMERINTAH SEBELUMNYA UNTUK MEMBABAT KORUPTOR. Kata pendeknya: BELUM ADA PRESIDEN DI REPUBLIK INI MEMPUNYAI KECUKUPAN OTAK UNTUK MENOLKAN KORUPSI DI NKRI. KALI INI PRABOWO MAU TUNJUKKAN BAHWA BELIAU PUNYA  ISI OTAK MEMADAI  UNTUK  MENOLKAN KORUPTOR. BRAVO PRESIDEN NKRI. HABISI ITU MALING DAN GARONG UANG RAKYAT.,positive
Ini kah alloh yg mengkuatkan diri pak probowo yg bgtu bnr n nyata memberantas korupsi yg memiskinkan rakyat smg uang2korupsi bs dkembalikan pd rakyat miskinkan mentri2yg jolim aamiinn,positive
Alhamdulillah telah memilih president yg tepat Aamiin,positive
Salut presiden kita pak Prabowo jangan kendor bratas kurupsi sekalian gaet ivestor investor untuk mendirikan perusahaan diindonesia supaya bisa menyerap tenaga kerja rakyat Indonesia biar nantinya negara bisa lambat laun sabsidi bisa dihapus karena rakyat sdh sejahtera Batuan dan untuk masyarakat miskin juga kurang tepat sasaran pengemis bukan orang miskin ngemis suatu kerjaan yg menjanjikan penghasilanya,positive
Rakyat jangan takut ini intruksi langsung Dari pak prabowo....dah di back up sama presiden...jadi viral kan aja kalo ada yg mau macam macam...,positive
Korupsi TDK hanya dikota 2 besar tapi di desa 2 juga banyak penyimpangan (ada dugaan  korupsi) didesa desa terpencil juga karena kurangnya pengawasan (maju terus pak presiden kami siap berdiri tegak mendukung cita 2 perjuangan BPK.,positive
Judi koropsi narkoba menjadikan rusak rakyat indonesia pk prabowo brantas meraka kami dukung pk presiden smoga sehat selalu,positive
"Rawe2rantas, malang2puntung!!!! Sikat semua koruptor,judol,narko ba, premanisme dan bentuk jehatan lainnya, laksanakan tugas dengan baik dan benar  serta ikhlas !!!! Ini ladang amal ibadah  bapak presiden!!! Yang menghantarkan  ke SURGA nya ALLAH   amiin yarabbal alamin",positive
"Mudah mudahan gerakan ini bisa membrantas korupsi di Indonesia jgn pandang bulu rakyat sudah lama menderita punya SDA yg begitu besar tapi rakyat begitu 2 saja buat makan saja susah , kalau korupsi sudah berkurang atau dihilangkan maka dana dana yg dikorupsi dapat dimanfaatkan untuk bisa membuat proyek seperti perluasan lahan pertanian , perkebunan, perikanan dll sehingga untuk sektor tenaga kerja rakyat bisa ikut sehingga kehidupan rakyat bisa terbantu dan akhirnya menjadi keluarga sejahtera.",positive
Prabowo TERSANDERA Presiden kok TERSANDERA  Kenapa takut Libas semua rakyat siap dukung!!!!  indonesia merdeka bebas korupsi !!!!!,positive
Semoga malu yg lama-lama dengan kinerja pak prabowo.yg tegas dan Ter ukur cukup lama rakyat inginkan persiden yg tegas yg bersih dri hamahama seperti pak prabowo,positive
JANGAN MERASA TERSANDERA SANG PRESIDEN MEMILIKI HAK PREROGATIF KUNCINYA PADA INDEPENDENSI SANG PRESIDEN JANGAN MAU DIDEKTE APALAGI JADI BONEKA,positive
Saya berharap tidak hanya berantas korupsi sajaTapi perbaiki ahlaq anak bangsa,positive
"Dukungdahulu dong jangantakutbayangan seolah2menghambat,",positive
"Bagus gebrakn pak Prabowo sejutu sekli memberantas korupsi,tp mohon jangan tebang pilih biar tdk berkesan nyinyir dg lawan politik . . .tlng jaga marwahnya krn ini akn menjd sejarah yg akn dikenang bangsa dn negara.",positive
Sikat doeloe yg ada di kabinet. Kalau itu dilakukan rakyat Indonesia akan sangatlah percaya kepada Pak Prabowo,positive
Satu saja selesaikan pak Prabowo.. bumi hanguskan para koruptor... Indonesia pasti maju,positive
"Pak Prabowo ksatria ku, pahlawan ku, tentara ku. President ku.",positive
"Jgn hiraukan kata elit pak, rakyat indonesia mendukung bapak ,",positive
Kami senang sebagai warga masyarakat dgn Presiden Prabowo Subianto  membasni Koruptor2 yg Slma ini menyengsarakan rakyat yg hidup semakin menderita dgn 9 bahan pokok yg semakin naik trus menerus. Jdi ini dibasmi dri akar2 rumput sampai ke akar tunggalnya dari pusat sampai ke daerah agar mengambilkan uang korupsi Kpda Negara agar membangun swasembada pangan yaitu membuka sawah yg sekarang mulai berjalan di Kalibian Propinsi Papua Selatan Merauke pedalaman Kalibian agar bisa menekan harga beras...Semoga Kigiatan yg mulai sekrang dikerja di sana Kalibian. Dan juga dulu kami dipedalaman Pupus Selatan dn lewat diatas jln jembatan Kalibian. Trima Kasih.....Dri : Yusri Yoisangadji di Sula - Sanana Maluku Utara,positive
Rezim terdahulu parah korupsinya jgn dilanjutkan...usut tuntas jgn tebang pilih,positive
"Pak Prabowo mengambil resiko tinggi , mengambil anggota kabinet dari era Jokowi yg jelas pernah diinkubasi KPK dg rekomendasi Sprindik bos nya, khawatir jadi predator  virus klepto. Potong satu generasi anggota kabinet dg generasi muda cerdas. Saya percaya pak Prabowo adalah orang yg piawai dalam fit cader.",positive
"Seandainya 10 thn yg lalu pk prabowo presidenku, mngkin  tdk akn shancur ini Indonesiaku.",positive
Smoga pak prabowo jujur dan Amanah beunar2 adili para coruptor,positive
Bagusla Pak Peresiden Perabowo memberantas Kuropsi demi memajukan NKRI kita doaka  semoga Peresiden Perabowo dilindungi Allah SWT dan sehat jasmani dan Rohani Amin... YRA,positive
Babat abis koruptor.Dibelakang Rakyat akan terus mendukung dan melindungi Presiden Prabowo.Majulah negeriku.Prabowo Subianto inilah SATRIA PININGIT,positive
Babat habiss pakkk Tuhan menyertai bapak. Amin,positive
Kalo sampe koruptor dihabisi semua. Yakinlah indonesia akan jadi negara yg bisa bersaing dengan negara2 di eropa,positive
"Sebagai rakyat indonesia,saya sangat mendukung ketegasan pak prabowo,maju terusss pak.",positive
"Kuncinya...  pak presiden harus bisa menaklukan jajaran anak buahnya (dari pusat sampai desa)  supaya semuanya nurut sama perintah pak presiden, terserah bagaimana caranya... Karena percuma juga kalo anak buahnya tidak bisa ditaklukan, perintah pak presiden hanya akan jadi omon-omon aja, tidak akan dilaksanakan",positive
Gk sia2 saya mendukung bapak meski 2periode kekalahan  skrg saatnya menunjukan kemuliaan cita2mu pak,positive
"Ini presiden yg hrs kita dukung, semoga panjzng umur kuat dan didukung n pjbt kita",positive
Maju terus 4 periode pak prabwo,positive
Gas terus pak....lanjutkan.....Kalo pejabat yg tertangkap korupsi di jaman pak Prabowo...miskin kan aja orang nya pak....,positive
Pak prabowo rela mati untuk negara apalagi musuh dalam selimut pastilah dia akan pantang mundur menangkap koruptor.....walaupun banyak  musuh musuhnya....yang akan menjatuhkanya.cita cita terakhirnya saat ajal menjemput pak prabowo agar bisa tersenyum melihat rakyat sejahtera dan bahagia,positive
Taktik jendral tk ad tersandera maju terus gerakan indonesia raya menuju indonesia taat UUD,positive
Semoga di tangan pk brobowo indonesia maju,positive
"Rakyat indonesia hrz brsatu mndukung ,,krna hnya prabowo yg brani,krna beliau tni yg tdk takut atau segan pda pihak mnapun yg salah,,",positive
Semoga pak prabowo  amanah dan adil.,positive
Pak prabowo hrs tegar menghadapi segala tantangan dari tingkat pusat ssmpai ke daerah dan para koruptor di hkm se umur hidup serta di miskinkan psra koruptor msju terus pantang mundur,positive
"Jgn di kasi ampun pak prabowo para koruptor hkm seberat2 nya dan miskin kan para koruptor sampai ke akar2 nya, beda presiden terdahulu dgn sekarang  dan memiliki tanggung jawab penuh sebagai presiden RI 1 maju terus pantang  mundur",positive
Jaga prabowo jika memang benar mau membuat Indonesia  mnjadi bersih,positive
Alhamdulillah Pak Prabowo Subianto sangat konsisten memberantas korupsi di semua lini di negeri ini... semoga kerja Pak Presiden bermanfaat bagi rakyat Indonesia dan bisa memimpin Indonesia menjadi adil dan makmur,positive
Smoga pk presiden Prabowo sukses slalu di mudahkan urusannya cinta rakyat slalu amin,positive
Smoga sehat slalu pk presiden Prabowo amin,positive
Alhamdulillah smoga di mudahkan pekerjaan pk presiden Prabowo khususnya dalam memberantas para koruptor biangkerok uang rakyat ok gas  presiden,positive
Gas terus . Tapi jangan pilih kasih atau salah arah . Betulkan dulu arah kompas atau arah stir .,positive
"Semoga Bapak Presiden kita selalu berada di jalur kebenaran untuk menegakkan hukum terutama terhadap pelaku tindakan korupsi, sehingga kehidupan rakyat dapat sejahtera",positive
Para Tikus/koruptor bakalan bergabung untuk mencari kesalahan Pak Prabowo.Mereka tentunya sangat takut sama Pak Prabowo.,positive
Ok gas.... ok gas... ok gas... beneran ya... jangan jangan nanti ujungnya takut... soalnya kalau di lihat susunannya kabinet terlalu banyak... nanti anggaran pemerintahnya pasti akan naik drastis... ingat semua pasti akan terbuai oleh yang... ... sy sih sangat setuju kalau pak prabowo memang tegas dalam memberantas korupsi... tetap semangat pak prabowo... ingat musuh anda yg sangat kejam adalah org 2 di sekitaran bapak...,positive
"Saya bangga sebagai pemilih pak Prabowo sejak tahun 2014 .Presiden yg cerdas, dan bahkan beliau mencurahkan semua gagasannya dalam sebuah buku .",positive
Berantas teros pak.karena sbb dari oang tu.Rakyat sensara teros meneros,positive
Tangkap habis para koruptor di negri miskin kn hartanya kembalikan utk negara,positive
Alhamdulillah syukur Alhamdulillah saatnya bersih bersih aparatur negara.... semoga Alloh SWT karuniai kekuatan untuk memimpin negeri tercinta ini kepada Bapak Prabowo Subianto,positive
Makmur negeriku. Tanpa ada korupsi. Betul kata Mahmud md. Jika ga ada koruptor. Rakyat tak kerjapun bisa dapat duit 20 JT per bulan,positive
"tersandera.. gak lah, Prabowo lagi ngandangin para koruptor, menjadi mentri2nya.. sekali menjala ketangkap semua..!!!",positive
bersihkan kabinet dari Koruptor dan tersangka Koruptor zulhas aerlangga budi arie luhut fufufafa bersihkan buzzer jokowikasus judol usut tuntaskasus mendag periksa semua mendag periode jokowirussaakkkk semuajangan sampai kasus Lembong mendeskreditkan prabowo...usut surat penyidikan lembongyang berusaha rekayasa kasus lembongsudah seminggu blm dapat bukti apapun...gelar praperadilan lembong secara live dan terbuka untuk publikMA darurat integritas kpk darurat integritas kejaksaan darurat integritas,positive
Ayo terus beri dukungan untuk presiden kita,positive
2x aku milih pak Prabowo... ketiga kalinya aku gak milih tp salut dengan program kerja pak Prabowo.... semoga Istiqomah dijalan yang benar.Semoga Indonesia selamat dari korupsi yang merugikan negara,positive
Gasss terus pak Prabowo.Kita rakyat Indonesia butuh pemimpin seperti Anda,positive
buat lah pk prabowo negara kita bebas dari koroptor supaya kepimpinan pk prabowo di segani.dalam keteladanan pk pk prabowo.buatlah negara kita bebas dari koropsi.koroptor.kikis ssampai ke akar akar nya supaya negara kita bisa majudgn cpt.,positive
"Serangan keluarga koruptor semakin menjadi-jadi, Serangan ini tidak secara langsung tetapi membiayai lewat para Omon² untuk menyerang Pemerintah. ! Mengenai hal ini Pemerintahan Pak Prabowo. S  Mas Gibran harus tetap tegas dalam Pemberantasan Korupsi. !",positive
bagi kami rakyat salut bangga mantap bagi pak presiden karena rak yat menghirup udara segar dari sesaknya nafas kami. karena pak prabowo menindak tegas bagi mereka yg menyimpang kebenaran.,positive
Presiden yang sangat berwibaya dan tegas,positive
Salah satu cara menjadikan indonesia maju adalah dengan menghukum berat para koruptor,positive
"Sepertinya mimpi masyarakat terkhusus masyarakat yg ekonomi nya masih butuh pertolongan oleh pemerintah, semoga cepat terwujud.Sukses buat pemerintah...",positive
Semua tergantung presiden didukung rakyat sekarang seiring sejalan satu tujuan indonesiaEMAS,positive
PRESIDEN PRABOWO semoga TETAP TEGAK MENJAGAKEBENARAN KEJUJURAN...,positive
SEMOGA PAK PRABOWO DAN JAJARANYA SELALU DALAM LINDUNGAN ALLOH SWT,positive
BASMI. KOROPSI. KLU ADA PARTAI.  POLITIK. MENGHALANGI. TEGAS. PARTAI POLITIK. TERSEBUT.  DI.  BUBARKAN,positive
"Yg wajib selalu diingat yaitu MUSUH2 Negara RI itu adlh orang2 yg melakukan Korupsi, Pencucian uang, Suap, Gratifikasi, Judi, Narkoba, dll, ygwajib tuk dilakukan PEMBASMIAN BESAR2AN oleh seorang Jenderal ABRI (TNI) yg menjd Presiden RI bersama dg ABRI (TNI  POLRI), agar1. Jangan sampai jmlh MUSUH2 Negara RI itu semakin bertambah banyak atau dan semakin bertambah KUAT2. Jangan sampai Indonesia itu DIKUASAI atau DIKENDALIKAN oleh MUSUH2 Negara RIOleh sebab itu mulailah dg  MENGHABISI MUSUH2 Negara RI yg PALING LEMAH PERTAHANANNYA atau YG KURANG KUAT PERTAHANANNYA, termasuk dlm mempertahankan ASET2NYA, hinggasampai ke yg tergolong memiliki pertahanan yg relatif kuatGANYANG n HABISI TERUS MUSUH2 Negara RIMaaf jika saya salah",positive
PA PRABOWO NIAT BERANTAS KORUPSI INSYA ALLOH RAKYAT INDONESIA YG SEBANYAK INI MENDOAKAN BAPAK  SEHAT DAN BENAR BENAR JADI NO .1 DIINDONESIA YG RAKYAT INGINKAN,positive
Jgn bicara saja.. Rakyat sdh BOSAN dgn janji2 elit... Hrg mati KORUPSI HUKUM MATI.,positive
Jika..benar misi utama pak Prabowo membrantas korupsi tanpa pandang bulu demi kemakmuran dan keadilan  rakyat Indonesia.......SEAMAT!!!!!!.... ........Pak Prabowo lakan lanjut ke periode ke 2,positive
Kuncinya Prabowo tdk mengikuti Jokowi itu harapan utk Rakyat Aku baca,positive
Bpak Presiden Prabowo...insya allah Bisa jadi pemimpin yg Amanah karna pahit manis udh pernah beliau jalani...Kepintaranndan strategi nya sangat bagus...Insya allah tujuan baiknnya akan selamat.,positive
"Maju terus pa Prabowo jangan pantang menyerah ,rakyat mendukung berantas korupsi elit2 pemimpin yg sangat menyengsarakan rakyat ..",positive
"Kayaknya koropsi di negri ini seperti makanan sehari hari Harusnya uu perampasan harta pengkorup segera di sahkan ,Mudah mudahan para mahfia yg merugikan bangsa ini dapat segera di brantas",positive
"Tidak omon omon nih,,sikat habis pak presiden!!!",positive
Mantep pa prabowo . Smoga amanah . Sehat sllu .,positive
"Berantas korupsi semoga pak prabowo diberi kesehatan, kekuatan, dan keselamatan untuk membangun negara ini jadi lebih baik lagi.",positive
MILITER CINTA NKRI.PRABOWO PRESIDENKU..,positive
Keren baru kali ini saya Bahagia di awal  kepimpinan pak prabowo,positive
Hukuman mati patut di pertimbangkan sebagai opsi penanggulan korupsi,positive
Saya pendukung bapak Prabowo orang sangat Ichlas hatinya untuk rakyat dan bangsa ini tangkap koruptor oligarki mapia Indonesia pasti maju dan rakyatnya sejahtera aamiin.,positive
Justru prabwo sedang memasng jebakan.. Buat menteri era jkw yg dimasukkan ke kabinet prawbowo.. Menteri jkw yg ke prabwo sedang di awasi ..jd jgn senang dulu.. Klo tdk ikut perintah prabwo..ya selesai mereka...,positive
"baru kali ini ada presiden yg benar² cinta kepada rakyatnya. mantaf pak prabowo, semoga pak prabowo dipanjangkan umurnya, selalu diberikan kesehatan oleh Alloh. presiden ini yg akan dikenang oleh rakyatnya, dicatat dalam sejarah indonesia menjadi presiden  penagak hukum di indonesia. bravo pak prabowo.. indonesia maju",positive
Prabowo Subianto hebat ni,positive
"Lebih baik disikat semua koruptor...terlambat, gak lah ...saya dukung libas habis...",positive
Tdk salah indonesia memilih pemimpin,positive
Pelan pelan pasti akan d proses sekalipun itu ada di sekitar pak peresiden. Makanya para penegak hukum harus tegqs. Sekalipun menteri kalau memang tarbukti dan akan d proses sy yakin beliau tidak akan membelah.,positive
Hukum mati yg korupsi,positive
SEMOGA PAK PRABOWO DALAM PEMBERANTASAN KORUPSI DI INDONESIA BISA MENIRU PERDANA MENTERI CHINA ZHU RONGJI (1998 -- 2003),positive
"Koruptor itu berawal dari rakyat klw gak percaya sogokan, joki, penipuan, pungli, malak, begal, salam damai, dan hal-hal lainnya otaknya dari rakyatnya sendiri pemilu berharap duit(sogokan) ada yang mau maju dihentikan kaya ada anak rajin dihina dijulid, ada mahasiswa kritis di bilang caper dlll. , klw pernah Nerima introspeksi ya termasuk saya juga pernah dan itu blunder ayo mari kita sama-sama berubah jangan membenarkan hal yang salah SALAH BILANG SALAH UDAH ITU AJ DULU DEH!!!!!!",positive
